sentiment,text
1,"Баспасөз қызметінің хабарлауынша, Бангкокке жетуі тиіс жолаушылар басқа әуе кемесімен 735-те ұшып кетті."
-1,Бұл төтенше жағдай бірқатар рейстер кестесінің бұзылуына себеп болды.
-1,"Астана әуежайының онлайн таблосында көрсетілгендей, қазір елордадан 11 рейс уақытынан кешігіп отыр."
-1,"Ал Алматы әуежайында да 10 жуық рейс кешігіп, 4 рейс тоқтатылған."
0,Әуе компаниясы жолаушыларға airastana.com сайты арқылы рейстердің мәртебесін бақылап отыруға кеңес беріп отыр.
0,"Бізбен бөлісер қызықты жаңалығыңыз болса, NUR.KZ порталының WhatsApp нөміріне жолдаңыз  7 747 535 12 98"
-1," Ақтөбеде елдегі мұнай өнімдерін ұрлап, шетел асырды және кәсіпкерлерді қорқытып, ақша бопсалады деп айыпталған 26 адамнан сотта жауап алынып жатыр деп хабарлайды өңірдегі NUR.KZ тілшісі."
0,Еркін Ізбасар.
0,Фото Интернет желісінен
0,Жауап алу қылмыс әлемінде Төрт ағайынды тобымен атын шығарған Еркін Ізбасардан басталды.
-1,"Сотталушы өзінің жазықсыз екенін айтып, тек мәлімдеме жасады десе болады."
0,Оған ешқандай сұрақ қойылған жоқ.
0,Ал басқа сотталушылардан жауап алу сұрақ-жауап түрінде өтіп жатыр.
1,Сотталушы Марат Тұржановтан жауап алу кезінде өзін Қазақстан чемпионымын деп таныстырды.
1,Мен жарыстарға қатысып Қазақстан чемпионы болдым.
1,2001 жылға дейін күреспен айналысып жүрдім.
1,Еркін ағамен арамен арадағы байланыс тек спортқа қатысты болды.
1,Ол кісіні 2006 жылдан бастап танимын.
1,"Арамызда тек жақсы таныстық қана бар, қылмыстық топтасу болған емес, - дейді Марат Тұржанов."
0,Жауап алу кезінде тендерге қатысты да даулар айтылды.
-1,Сотталушы ауылда бірге өскен танысының кәсіпкерге тендер алуға көмектескенін және одан жасаған жұмысы үшін үш миллион теңге алмақ болғанын да айтты.
-1,"Айтуынша, мемлекеттік тендерді алған кәсіпкер үлесін бермеген."
-1,Осы жағдайдан кейін Тұржанов сотқа кәсіпкерді пистолетпен қалай қорқытқанын айтып берді.
-1,Ол пистолетті ойыншыққа қызыққандай қызығушылықпен ұстаған.
-1,Қару ұстап жүруге ешқандай қажеттілік болған жоқ.
-1,"Тек қызығушылық, қаруды жақсы көреміз, ойыншықты жақсы көреміз, кейбір машинаны жақсы көреміз сондай бір зат қой."
0,Ұрыс қаруы болса ұстап жүрмес едім.
-1,"Менікі тек газбен атылатын қоян, - дейді ол."
-1,Мемлекеттік айыпталушы Тұржановтан қылмыс әлеміндегі беделі және Төрт ағайынды қылмыстық тобына қандай қатысы барын сұрады.
0,"Мен спортшымын, қандай бедел?"
-1,Ешқандай қылмысқа қатысым жоқ.
0,Төрт ағайынды туралы мен ештеңе білмеймін.
0,"Бұрын ондайды естіген жоқпын, - деді Тұржанов."
-1,Ақтөбедегі қылмыстық істер жөніндегі мамандандырылған ауданаралық сотында мұнай ұрлығына қатысқан қылмыстық топтан жауап алынып жатыр.
0,"Бізбен бөлісер қызықты жаңалығыңыз болса, NUR.KZ порталының WhatsApp нөміріне жолдаңыз  7 747 535 12 98"
1," Бүгін, Қызылорда қаласында Астана қаласының Қазақстан Республикасының елордасы болып жарияланғанына 20 жыл толуына арналған салтанатты шара өтті деп хабарлайды NUR.KZ."
1,Астанаға арналған салтанатты шара.
0,Фото NUR.KZ
0," Елорданы Алматыдан Ақмолаға ауыстыру туралы шешім Қазақстан Республикасы Жоғарғы Кеңесімен 1994 жылы 6 шілдеде қабылданса, Астананы ресми көшіру 1997 жылғы 10 желтоқсанда дәл осы күні жүзеге асқан болатын."
1,Астанаға арналған салтанатты шара.
0,Фото NUR.KZ
1,Тарихи оқиғаға орай кең байтақ еліміздің түкпір-түкпірінде Астана қаласының 20 жылдығын мерекелеудің салтанатты ашылу рәсімі өтіп жатыр.
1,Елбасы Алаштың анасы деп баға берген Сыр елінің бас шаһары – Қызылорда қаласы да бұл тарихи шараны атап өтуде белсенділік танытуда.
1,Астанаға арналған салтанатты шара.
0,Фото NUR.KZ
1," Бүгін Қызылорда қаласы әкімінің орынбасары Ш. Байманов қатысқан салтанатты шарада тәуелсіз ел дамуында Қызылорда қаласының әлеуметтік-экономикалық, рухани-мәдени дамуында жоғары үлес қосқан әр сала мамандары марапатталып, жастар Астана қаласына арналған әндерден тарту жасады."
1,Келер жылы 200 жыл толатын еліміздің алғашқы астаналарының бірі Қызылордада Астана қаласының 20 жылдығын атап өтуге арналған шаралар одан әрі жалғасатын болады.
0,"Бізбен бөлісер қызықты жаңалығыңыз болса, NUR.KZ порталының WhatsApp нөміріне жолдаңыз  7 747 535 12 98"
-1,Ақтөбе қаласының әкімі Ілияс Испанов мүгедек баласын жалғыз өзі тәрбиелеп отырған Асылбек Оспановтың шаңырағына барды.
-1,Қала басшысы БАҚ беттерінде жария болған әкенің жағдайына бей-жай қарай алмағанын айтты деп хабарлайды Aktobenews.kz басылымына сілтеме жасаған NUR.KZ.
0,Фото aktobenews.kz
1,Испанов 6 жастағы баласын жалғыз өзі тәрбиелеп отырған Асылбек Оспановқа бір бөлмелі пәтер сыйлады.
0,"Журналистерге, интернет желісін тұтынушыларға көп рахмет."
0,Сіздер арқылы бұл отбасының проблемасы туралы естідік.
0,"Жағдайды бірден бақылауымызға алып, көмек көрсетудің жолдарын қарадық."
0,"Бұл үй осы уақытқа дейін қараусыз, иесіз тұрған еді."
0,Баспана адам тұратындай жағдайда болған жоқ.
0,"Қолғанат Ақтөбе қорының қаржылық қолдауымен үйді жөндеп, отбасыға беріп жатырмыз."
0,"Болашақта коммуналдық меншікпен бұл үйді осы кісінің атына аударуды қараймыз, — деді Ақтөбе қаласының әкімі Ілияс Испанов."
0,Асылбек Оспановқа пәтер бірінші қабаттан берілді.
-1,Ол ұлын үш жылдан бері өзі тәрбиелеп отыр.
-1,"Екі баласы бар, екеуі де мүгедек."
-1,"Тұрмыстық қиындықтармен әйелімен ажырасып кетіп, екеуі екі баланы бөліп алған."
-1,Алғашында екі баланы да маған берді.
-1,"Бірақ, мен екеуін баға алмадым."
-1,Сондықтан әйеліме үлкен баланы алып кетуін сұрадым.
-1,Ол үлкен баланы бір жылға оңалту орталығына берген.
-1,Мен осы 6 жастағы Рахат деген баламмен ертелі кеш үйде отырамын.
-1,Балам өздігінен аяғын баса алмайды.
1,Массаж керек.
-1,"Баланың емін үзгім келмейді, мейірімді жандар көмек көрсетсе, баланы Мәскеуге емдетуге апарғым келеді, — дейді Асылбек Оспанов."
1,Ақтөбе қаласының әкімі мүгедек баланың еміне де қолдау көрсететінін айтып уәде берді.
0,"Бізбен бөлісер қызықты жаңалығыңыз болса, NUR.KZ порталының WhatsApp нөміріне жолдаңыз  7 747 535 12 98"
-1,Жұмбақ өлім Шымкенттегі пәтерлердің бірінен үш бала мен олардың әжесінің мәйіті табылды
-1,Шымкенттегі көпқабатты үйлердің біріндегі пәтерден төрт бірдей адамның мәйіті табылды.
-1,Олардың үшеуі - кәмелет жасына толмаған балалар.
0,Бұл туралы TVK арнасына сілтеме жасаған NUR.KZ хабарлайды.
0,Көрнекі фото karelnovosti.ru
-1,Марқұмдардың денелері 10 желтоқсан күні Республика көшесіндегі №31 үйдің төртінші қабатынан табылған.
-1,Қайтыс болғандардың қатарында 4 жасар қыз бен 12 және 13 жастағы екі бала және олардың әжесі бар.
-1,Алғаш болып дабылды көршілері қаққан көрінеді.
-1,Күнде ауладан көретін балалар біраз уақыт көзден таса болғандықтан оларға ең алдымен жаман ой келіпті.
-1,Артынша марқұмдардың туыстары да хабарсыз кеткен әжей мен оның немерелерін іздеп үйге келген.
-1,"Алайда, есікті ешкім ашпапты."
-1,"Оқиға орнына дереу құтқарушылар жетіп, үй есігін бұзып кіргенде төрт бірдей адамның мәйітіне тап болған."
-1,"Мамандардың айтуынша, төрт адам да шамамен 3 тәулік бұрын қайтыс болған."
-1,Әзірге өлімнің нақты себебі анықталып жатыр.
-1,"Алдын ала болжам бойынша, олар газдан уланып көз жұмған."
-1,Тергеу амалдары жүргізілуде.
0,"Бізбен бөлісер қызықты жаңалығыңыз болса, NUR.KZ порталының WhatsApp нөміріне жолдаңыз  7 747 535 12 98"
-1,Студент кезінде шаңырақ көтерген жастар отбасылық өмірдің қиындықтары туралы айтты фото
1," Жастығына қарамастан батыл қадамға барып, шаңырақ құрған жас отбасы бүгінде өте бақытты екендерін жеткізіп, тұрмыс тіршіліктері жайында NUR.KZ порталының тілшісіне сұхбат берді."
0,Абай мен Ботагөз.
0,Фото жеке мұрағаттарынан
0," Абай Түзелбай - ҚазҰУ-дың журналистика факультетінің төртінші курс студенті, жұбайы Ботагөз Тәжік - Қазақ Бас Сәулет Құрылыс академиясының үшінші курсында оқиды."
1,"Жастар Абай екінші курсты, ал Ботагөз бірінші курсты аяқтаған кезде отау құрған."
0,"Ол кезде бірі 21-ге толған жігіт болса, ал енді бірі 18-ге енді толған бойжеткен."
0,Абай мен Ботагөз.
0,Фото жеке мұрағаттарынан
1," Жас жұбайлардың айтуынша, екеуінің бас қосуына ата-аналары мүлде қарсы болмапты."
1,"Бізде Батыс өңірінде, әсіресе Ақтау қаласында жастар ерте шаңырақ көтереді."
0,"Мен өзім үйде үш ағайындымын, әпкем бар, ол қазір тұрмыста, інім бар, және мен."
1,"Ұлдың үлкені болып есептелгендіктен анам қарсы болмай, керісінше қуанды."
1,"Қазақтың дәстүріне сай жөн-жоралғыларды ұстана отырып, сырға салып, ұзатып алып келіп, той жасадық, - дейді Абай."
0,Абай мен Ботагөз.
0,Фото жеке мұрағаттарынан
0,Маңғыстаудан Алматыға арман қуып келген жастар бүгінде қаланың орталығында пәтер жалдап тұрады.
0,"Жоғарғы оқу орындарында арнайы отбасылы студенттерге арналған жатақханалар болса да, олар пәтер жалдап тұруды жөн көріпті."
1,"ҚазҰУ-да, оның ішінде журналистика факультетінің тоғыз қабатты студенттер үйінің жоғарғы екі қабатында отбасылы типтегі арнайы бөлмелер бар."
1,"Яғни, екі бөлмеден тұратын, үйге ұқсас, жанұялы студенттерге арналған бөлмелер."
0,"Мен бастапқыда алып көруге тырыстым, бірнеше әрекеттер жасап та көрдім, комендантпен және оқытушылармен ақылдастым."
-1,"Дегенмен, ол орындарды алудың тым ұзақ процесс екенін және оны кез келген адамдарға бере бермейтіндігін түсіндім."
0,"Ал, бізге Ақтаудан Алматыға келгенде тез арада орналасу керек болды."
0,"Сондықтан пәтер жалдауға бел будық, - деп түсіндірді отағасы."
0,Абай мен Ботагөз.
0,Фото жеке мұрағаттарынан
1," Айта кетейік, осы сұрақ бойынша NUR.KZ тілшілері студенттер үйіне барып аранйы сұрастырған болатын."
-1,"Расымен де, отбасылы студенттерге арналған орындардан ешқандай да студенттерді таппадық."
-1,"Есесіне, оқытушылар мен қызметкерлердің тұрып жатқанына көзімізді жеткіздік."
0,"Отбасылық жатақхана бөлмесін ұзақ күткім келмеді, себебі уақыт – алтын."
0,"Сондықтан, емін-еркін өмір сүру үшін пәтер жалдау қолайлы деп шештік."
0,Мұндай жайт барлық отбасылы студенттерге таныс шығар.
1,Жатақханадан орын бұйырмағаны үшін ешкімге ренішіміз жоқ.
1,"Бастысы жалдамалы болса да, пәтеріміз жайлы, - дейді Абайдың өзі."
0,Абай мен Ботагөз.
0,Фото жеке мұрағаттарынан
0,Оқумен қатар отбасылық өмірдің қиындықтарын қатар алып жүрген жас жұбайлардың әзірге сәбилі болмаған.
1,"Дегенмен, Жаратқанның бергенін жарық дүниеге әкелу ойымызда бар, - дейді."
-1,Бүгінгі таңда Абай отбасын асырау үшін төрт бірдей қызметкердің жұмысын атқарады.
1,Журналистика факультетінің жоғарғы курс студенті болғандықтан телеарналарға бағдарлама дайындайтын медиакомпанияда жұмыс жасайды.
0,Абай мен Ботагөз.
0,Фото жеке мұрағаттарынан
1," Атауы үлкен төрт түрлі қызмет болып естілгенімен, барлығы бір кеңсенің ішінде бітетін шаруалар, сондықтан еш қиындық туғызбайды - дейді Абай."
0,"Ал Ботагөз әзірше еш жерде жұмыс жасамайды, тек қана сабақ және қосымша курстарға барады."
-1,"Зәулім үйде тұрып, астарына қос-қостан көлік мінетін жұлдыздар салық төлеуге келгенде сараңдық танытады екен."
-1,"Мәселен, Ерке Есмаханның көлік салығын төлмегеніне бір жылдан асқан."
-1,Әнші салық мамандарының бірнеше рет ескерту жасағанына құлақ аспаған деп хабарлайды 31 арнаға сілтеме жасаған NUR.KZ.
0,Ерке Есмахан.
0,Фото Интернет желісінен
-1,Әншінің мемлекет алдындағы берешегі 41 мың теңге.
-1,"Көлігінің салығын төлемей жүрген шоу-бизнес өкілдерінің арасында тек Ерке ғана емес, Жеңіс Ысқақова да бар."
-1,Оның берешегі - 73 мың теңге.
0,Жеңіс Ысқақова.
0,Фото Интернет желісінен
0,Шараның бәрі бірдей.
-1,Сотқа жіберерден бұрын 30 күннің ішінде хабарландыру жібереміз.
-1,"Тұтынушының салық түбіртегін де көрсетеміз, почта арқылы хабарландыру жібереміз."
-1,"Оған жауап бермесе, сотқа беруге тиіспіз,- деді Мемлекеттік кірістер департаментінің басқарма басшысы Заңғар Шыңдалы."
-1,Мемлекет алдында жауапкершілігі аса төмен әншінің бірі-Ернар Айдар.
-1,Оның салығының көлемі -205 мың теңге.
0,Ернар Айдар.
0,Фото erkindik.kz
-1," Салық төлеуден қашып жүрген өнер иелерінің ісі бүгінде сот ұйымдарына беріліп, қарызды өндіріп алу туралы шешімдер шығарылыпты."
0,"Бізбен бөлісер қызықты жаңалығыңыз болса, NUR.KZ порталының WhatsApp нөміріне жолдаңыз  7 747 535 12 98"
0,Танымал продюсер Баян Есентаева өткен аптада ресми түрде Алагөзова атанғаны белгілі.
1,"Ол сүйіктісі Тұрсынмен арадағы қатынасын заңдастырып, оның ресми түрде жұбайы атанды."
1,Алагөзовтер әулеті бал айына қашан аттанады?
0,Бұл сұрақтың жауабын ол Otyrar.kz басылымына берген сұхбатында айтты.
0,Алагөзовпен бұрыннан бері таныспын.
1,Алайда бір жыл бұрын арамыз жақындай түсті.
1,"Әлбетте, күнде оны жаңа қырынан танып келемін."
1,Сондықтан ол мен үшін үлгілі ер адам ретінде қалыптасты.
0,"Адамды бәрібір толықтай түсіну мүмкін емес, ол үнемі әртүрлі."
0,Менің күйеуім де сондай.
1,"Мен бақытты болғым келеді, боламыз деп ойлаймын."
1,"Ол бұл үшін барлығын жасап жатыр, өз кезегімде, мен де, - деген ол үлкен тойдың қашан болатыны белгісіз екенін айтты."
0,Қазір біздің жұмысымыз көп.
0,"Сондықтан, той бірінші орында емес."
0,"Менің түсірілімдерім өте көп, оның да жұмысы аз емес."
0,"Біз ол туралы ойланудамы, әлбетте, Бірақ нақты емес."
0,Бір айдан соң онымен бірге шетелге аттанамыз.
0,"Сондықтан, ол жақта біз бұл мәселе туралы ойланамыз деп ойлаймын."
0,"Бәлкім, сол жақта-ақ жасаймыз, - деді ол."
0,"Бізбен бөлісер қызықты жаңалығыңыз болса, NUR.KZ порталының WhatsApp нөміріне жолдаңыз  7 747 535 12 98"
-1,Лондонда тұратын қаржы консультанты Гвинет Ли жүзден астам отбасылы еркекпен төсектес болғанын айтып мақтанды.
-1,Ол отбасылы азаматтардың некесін құтқардым деген пікірде.
0,Бұл туралы NUR.KZ порталы life.ru сайтына сілтеме жасап хабарлайды.
0,Гвинет.
0,Фото life.ru
-1,Он жыл бұрын күйеуі Роберттен айырылған Гвинет отбасылы азаматтардың көңілдес іздейтін сайтына тіркеледі.
-1,47 жастағы Гвинет бүгінгі күнге дейін жүзден астам отбасылы жігітпен жақын қарым-қатынаста болғанын жасырмады.
-1,"Дегенмен біреуге көңілдес болғанынан еш әбестік көрмейтін әйел, керісінше ерлік жасадым деген пікірде."
-1,Ол осылайша отбасылы жігіттердің некесін сақтап қалуға көмектескенін алға тартты.
-1,"Егер отбасылы азаматтар өзге әйелмен көңіл көтере алмағанда, талай неке бұзылар еді."
0,"Мансап қуалап, баласының тәрбиесіне көп ден қоятын әйелдер күйеуілеріне төсек қатынасында қуаныш сыйлауға күш таппай қалып жатады."
1,"Осындай жағдайларда мен оларға көмекшімін, - дейді Гвинет."
-1,Әйел күніне бірнеше отбасылы еркекпен көңіл көтеріп үлгеретінін айтуда.
-1,Бүгінде ол фармацевтикалық магнаттың көңілдесі болып жүр екен.
-1,Ол маған қымбат сыйлықтар жасайды.
-1,"Келе салысымен қымбат бутиктерден киім алып беріп, қонақ үйде қара уылдырықпен күтіп алады."
0,"Тек ең қымбат мейрамханаларда тамақтанамыз, - деп мақтанды ару."
0,"Бізбен бөлісер қызықты жаңалығыңыз болса, NUR.KZ порталының WhatsApp нөміріне жолдаңыз  7 747 535 12 98"
-1,Ақтау қаласының тұрғыны қаладағы балалар жұқпалы аурулар ауруханасының адам шошырлық жағдайда екенін жеткізді.
-1,Онда ата-аналар балаларымен бірге жерде жатыр.
0,Бұл туралы lada.kz сайтына сілтеме жасаған NUR.KZ хабарлайды.
0,Фото lada.kz
-1," 4,5 айлық қызының ыстығы 40-қа таяған әйел 8 желтоқсан күні осы ауруханаға түседі."
-1,"Әжесінің айтуынша, бос орын болмауына байланысты бір түнін олар дәлізде отырып өткізген."
-1,"Бұл аздай, медбикелер су толтырылған тесік жылытқысын грелка әкеліп, баламның киімін түгел су қылды, - дейді немересіне алаңдаған Балзия Теңелбаева."
-1,Келесі күні Балзия әжей аурухананың ауыр жағдайын айтуға бас дәрігерге келеді.
-1,"Ақ халатты басшы болса барлық мәселесін айтып, жоғарыдан көмек күтіп, қолы байлаулы отырғанын түсіндіреді."
-1,"Айта кету керек, Маңғыстау аудандық ауруханасына бұған дейін де шағым түскен болатын."
-1,"Басшының сөзіне сүйенсек, облыстық денсаулық сақтау басқармасы мұндағы барлық мәселеден хабардар."
-1,2017 жылдың басынан бері құрылыстың құжаттарын қараумен әлектеніп келеді.
1,"Жалпы, аурухана 1981 жылы 250 мың науқасқа лайықталып салынған."
-1,"Ал, қазір қаладағы тұрғындар саны 3 есеге көбейгенін ескерсек, бір палатадаға 2 адамның орнына 4 адамды жатқызуға тура келіп тұр."
0,"Бізбен бөлісер қызықты жаңалығыңыз болса, NUR.KZ порталының WhatsApp нөміріне жолдаңыз  7 747 535 12 98"
0,Айқынның продюсері Ерік Тастембеков әнші мен Жұлдыз Өмірғали туралы бар шындықты жайып салды.
0,Ол алғаш рет бұл жаңалықты Баянның аузынан естігенде қатты таңғалғанын жасырмады деп хабарлайды Гәкку ТВ арнасына сілтеме жасаған NUR.KZ.
0,Коллаж NUR.KZ
-1," Ол өзі продюсерлік ететін әншілерді шығармашылық тұрғыдан бақылап қана қоймай, сондай-ақ оларға тұлғалық тәрбие беруге де ұмтылатынын айтты."
-1,Мен оларға дәріс оқымаймын.
1,Олар менің жүріс-тұрысыма қарап бой түзейді.
1,"Мен оларға айтқан сөзіңде тұру керек екенін, әр ісіңе жауап беру керек екенін үнемі айтып отырамын."
1,"Мәселен, бірде бізді бір шараға қатысуға шақырып, 1000 доллар ұсынды."
1,"Аз уақыттан соң дәл сондай бір шараға қатыссақ, 4000 доллар береміз деген ұсыныстар шықты."
1,"Алайда оларға жауапкершілік пен келісім маңызды екенін айтып, біз бастапқы шақырған жерге бардық."
1,"Ақшасы аз болса да, сөзімізде тұру үшін осылай істедік, - деді ол."
1,"Алайда оның айтуынша, ол Айқынға жеке өміріне қатысты ешқандай ақыл айта алмайды."
0,Мен бұл жаңалықты алғаш рет Баянның аузынан естідім.
-1,"Мен оған сол күні хабарласып едім, ол тұтқаны көтермей қойды."
-1,"Баян маған Сенің ұлдарың менің жобамның күл-талқанын шығарғаны үшін саған рахмет, - деді."
0,"Неге, не болды?"
0,деп сұрадым.
0,"Дәуреннің жағдайы түсінікті, бірақ ол маған Айқын туралы айтты."
0,"Мен түсінбей, Айқынға звондай бастадым..."
-1," Мен олардың ісін таразылай алмаймын, мен оларды өмір сүруге үйрете алмаймын, себебі бұл - олардың сезімі, олардың өмірі."
-1,"Мынау жақсы, мынау жаман деп айта алмаймын, яғни одан еш нәтиже шықпайды."
0,"Олар мұны өздері түсініп, өздері бұл жолды жүріп өтуі керек."
0,"Біреу үшін бұл - дұрыс, біреу үшін - дұрыс емес."
0,Біз ол туралы сөйлестік.
1,"Бастысы Айқын материалды тұрғыдан барлығының жағдайын жасап отыр, - деді ол."
0,"Бізбен бөлісер қызықты жаңалығыңыз болса, NUR.KZ порталының WhatsApp нөміріне жолдаңыз  7 747 535 12 98"
-1,Ақтөбеде басшысынан бастап смартфон ұстаудан жаппай бас тартқан орталық елді сүйсінтті
1," Ақтөбеде мүгедек балаларды оңалту, оларды өмірге бейімдеу жұмыстарымен айналысып отырған орталықтың өз тәртібі бар."
1,"Мінез-құлқы ерекше, денсаулығында кінәраты бар балаларды тәрбиелеп отырған орталық қызметкерлері смартфон қолданбайды деп хабарлайды өңірдегі NUR.KZ тілшісі."
0,Нұрила Жарболова.
0,Фото nur.kz
1," Біз орталыққа кіргеннен смартфон ұстамаймыз, оған тыйым салып отырмын."
1,Смартфонмен отырған адам алаңдап кетуі мүмкін.
1,"Балық басынан шіриді деп айтпасын деп, мен де смартфоннан бас тарттым."
1,Мен қызметкерлеріме үлгі болуым керек.
1,"Қолымдағы қарапайым телефон, қызметкерлеріме де осыны айтамын."
1,"Біз мүгедек балаларға көмек көрсететін болғаннан кейін телефонмен емес, қасымыздағы балалармен жұмыс жасауымыз керек, - дейді Жайна мүгедек балаларды оңалту орталығының басшысы Нұрила Жарболова."
1,Орталық қызметкерлері де жұмысқа келгенде смартфон ұстаудан бас тартқан.
1,"Смартфон жолдан қалдырады, уақытты босқа өлтіреді."
1,"Алаңдамайын десе де, қолында болса, тәуелді болып қаласың."
-1,"Себебі, уақытыңды алатын барлық өсек, әңгіме осы телефонда."
1,"Тәрбиеші телефонмен отырса, бала қараусыз қалуы мүмкін."
-1,"Менен Сіз басшысыз, сізде неге Whatsapp жоқ, неге дұрыс телефон жоқ?"
0,деп сұрайтындар бар.
0,Мен қызықпаймын.
0,Жұмыс смартфонсыз да жұмыс жүреді.
1,"Керісінше, телефонға кеткен уақытымды басқа жұмыстарға арнаймын, - дейді мекеме басшысы Нұрила Жарболова."
1,Нұрила Қыдырбайқызының мүмкіндігі шектеулі балалармен жұмыс жасап жүргеніне бес жыл болған.
1,"Қазір оңалту орталығында 1,5 жастан 18 жасқа дейінгі 70-ке жуық мүгедек бала тәрбиеленіп жатыр."
1,Балаларды емдеу тегін.
1,Жарымжан балалар үш айдан бір жылға дейін оңалту орталығында бола алады.
1,Орталық мемлекеттік-жекеменшік серіктестік аясында жұмыс жасайды.
0,"Бізбен бөлісер қызықты жаңалығыңыз болса, NUR.KZ порталының WhatsApp нөміріне жолдаңыз  7 747 535 12 98"
-1,Ұлбыритания тұрғыны заттарға ғашық болу дертіне шалдыққан.
-1,"Соның салдарынан өзі ұнатқан шырағданның біріне тұрмысқа шығып, екіншісімен төсектес болып жүр."
0,Бұл туралы NUR.KZ порталы life.ru сайтына сілтеме жасап хабарлайды.
0,Аманда Либерти.
0,Фото life.ru
0,33 жастағы Аманда Либертидің таңдауы өз коллекциясындағы 70 сантиметрлік шырағданға түскен.
0,Тіпті оған Люмьер деп ат қояды.
1,Құмары ерекше әйел өмірлік жолдасына Германияда бір көргеннен ғашық болыпты.
1,Сондықтан ол үшін 400 еуросын шамамен 160 мың теңге ойланбастан сарп еткен.
1,Мен Люмьерге тұрмысқа шықтым.
-1,"Бірақ, түнде бақа аспашамды төсегіме алып жатамын."
0,"Олардың ешқайсы мені қызғанып, шаршатпайды."
1,Бұл әрекетім арқылы мен ешқайсын ренжітпеймін.
-1,"Тек өзімнің жүрек қалауымды орындап жүрмін, - дейді Аманда."
0,Әйел бұл дертке шалдыққанын 14 жасында байқаған.
-1,"Жасөспірім кезінде ол дауылпаздармен, одан кейін тас мүсіндермен әуестенеді."
-1,"Ерекше құмарлығына қарамастан, Аманда өз әрекеттерін дұрыс деп санайды."
0,"Өмірдегі қызғаншақ еркектерге қарағанда аспашамдарыммен қатынас әлдеқайда жайлырақ, - дейді ол."
0,"Бізбен бөлісер қызықты жаңалығыңыз болса, NUR.KZ порталының WhatsApp нөміріне жолдаңыз  7 747 535 12 98"
-1,ОҚО-да мүгедек күйеуін 13 жыл баққан кейуананы өгей балалары далаға қуып шыққан видео
1,Төрт баласы бар мүгедек қарияға тұрмысқа шыққан кейуана жолдасы қайтыс болған соң көшеде қалды.
-1,"Өйткені, өгей балалары он үш жыл анасының орнын басқан қарт әйелді қара шаңырақтан қуып шыққан."
-1,Қартайған шағында көше кезіп жүрген ана білдей қызметте отырған балаларының әрекетіне ашынады деп хабарлайды өңірдегі NUR.KZ тілшісі.
1,Ырысқал апай осыдан он үш жыл бұрын ОҚО-дағы Сарыағаш ауданында Мамыр Тарақов есімді атақты жазушымен отау құрады.
1,Бұл кезде жазушының төрт балаcы болған.
-1,"Бірақ перзентерінің барлығы үйленіп, әкесінен бөлек тұрыпты."
-1,"Кейуананың айтуынша, марқұм Мамыр ағай мүгедек болған."
-1,"Яғни, бір аяғы жоқ екен."
1,"Сондықтан, Ырысқал апай жарына күндіз-түні ерекше күтім жасаған."
-1,"Осыдан тура бір жыл бұрын жетпістен асқан қарт кісі бірден төсек тартып, ауруханаға жатып қалады."
-1,Қасынан бір елі шықпай күтім жасап жүрген кезде отасқан күйеуі ойда-жоқта қайтыс болған.
-1,Жолдасы өмірден өткен соң жесір анаға өгей балалары күн бермепті.
-1,Әкелерімен қара шаңырақта тұрмаған балалары қазадан кейін бір күнде кемпір мен шалдың үйіне көшіп келген.
-1,"Осылайша,  марқұм әкелерінің екінші жарын үйінен сыпайы түрде қуып шығыпты."
-1,"Он үш жыл анасының орнын басқан қарияның баратын жері жоқ екендерін біле тұра, өгей балалары көше қаңғытып жіберген."
-1,"Бірінші жарымнан жиырма үш жасымда айырылып, жесір атандым."
-1,Одан үш балам бар.
-1,Жиырма жыл әке-шешемнің қолында тұрдым.
1,"Кейін Мамыр Тарақов есімді атақты жазушы үйімізге келіп, қолымды сұрады."
0,Әке-шешем осы кісіге тұрмысқа шық деп қоймады.
1,Сол  кісінің қолынан ұстадым.
1,Үш баласы бар.
1,Олар үйлі-жайлы екен.
0,Бізден бөлек тұратын.
-1,Бірінші отбасымнан қалған балаларымды үйге келгізбейтін.
-1,"Жарым қайтыс болмай жатып,  осы үйдің бір бұрышында қаласың дейтін."
-1,"Шалым ауырып, ауруханаға түсіп қалды."
-1,Өзім қарап жүрдім.
-1,"Ауруханада жатқанда балалары артынан іздеп келмей, жағдайын да сұрамаған."
-1,"Ауырып жүріп, ақыры қайтыс болды."
-1,Мені балалары қара шаңырақтан қуып шықты.
-1,"Бір жыл өтті,  қаңғып жүрмін, - дейді қарт ана Ырысқал Абдалимова."
-1,Зейнет жасында Ырысқал әжейдің сорланып қалғанына оның Үрзада есімді бауыры қатты күйінеді.
-1,"Бейнеттің зейнетіне жеткенде, туған бауырының баспанасыз көше қаңғып жүргені - өгей балалардың мейрімсіздігі екен."
1,"Айтуынша, Ырысқал апайдың екінші жарының балаларының барлығы жоғары қызметте."
1,"Екеуі органда жұмыс істейтін болса, бір ұлы Сарыағаш аудандық әкімшілігінде білдей бастық."
-1,"Қос-қос үйі бола тұра, олар жесір қарт ананың баспанасын тартып алған екен."
-1,Енді менің сіңілім көшеде қалды.
-1,"Ол бір аяғы жоқ шалға қарап, он үш жыл отасты."
-1,Жазушының әйелі далада қалды.
-1,Он үш жыл әкелеріне қараған менің сіңілімнің бейнеті бар емес па?
-1,Неге балалары он үш жыл ананың орнын басқан адамды қорлатып жіберді.
